OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status,Age,City,SignupDate,CustomerSegment,ProductName,Category,UnitPrice,Sales,OrderValue,NewOrderID,訂單人電話
500059,109227,2025-07-16,2003,1,0,Wallet,Completed,52,Tehran,2024-07-08,New,USB-C Cable,Accessories,9,9,9,ORD-500059,906014476
500060,104648,2025-12-18,2009,2,15,Wallet,Completed,21,Isfahan,2023-04-25,Regular,Smart Watch,Wearables,120,204,204,ORD-500060,939518910
500061,103566,2024-08-24,2011,2,0,Cash,Completed,30,Mashhad,2023-01-04,New,Desk Lamp,Home Office,32,64,64,ORD-500061,914290242
500062,103020,2024-04-06,2007,3,5,Gateway,Completed,53,Tabriz,2023-05-07,New,Headphones,Electronics,75,214,214,ORD-500062,905624712
500063,106946,2024-06-10,2011,1,0,Gateway,Completed,44,Tabriz,2025-07-19,Regular,Desk Lamp,Home Office,32,32,32,ORD-500063,903144581
500064,107003,2026-04-11,2015,2,10,CardToCard,Completed,64,Tehran,2023-06-14,Regular,Bluetooth Speaker,Electronics,58,104,104,ORD-500064,945798990
500065,104518,2025-04-17,2014,1,0,CardToCard,Completed,20,Mashhad,2024-01-11,Regular,Backpack,Accessories,42,42,42,ORD-500065,934961807
500066,102799,2024-07-08,2017,1,5,Gateway,Completed,51,Mashhad,2023-12-30,New,HDMI Cable,Accessories,11,10,10,ORD-500066,971479011
500067,100378,2025-11-09,2013,1,5,Gateway,Completed,53,Karaj,2023-08-31,Regular,Notebook,Stationery,7,7,7,ORD-500067,963307494
500068,104093,2025-05-22,2002,1,5,Wallet,Cancelled,35,Tehran,2025-10-25,Regular,Mechanical Keyboard,Electronics,62,59,59,ORD-500068,979136014
500069,103550,2024-11-13,2011,4,10,Gateway,Returned,48,Tabriz,2024-06-22,New,Desk Lamp,Home Office,32,115,115,ORD-500069,983675210
500070,105158,2024-01-16,2003,3,0,Gateway,Completed,23,Qom,2024-11-06,New,USB-C Cable,Accessories,9,27,27,ORD-500070,954157257
500071,100053,2025-11-07,2008,1,10,Wallet,Completed,35,Shiraz,2024-02-27,Regular,Phone Case,Accessories,14,13,13,ORD-500071,927381724
500072,108212,2025-09-12,2017,1,20,CardToCard,Completed,22,Mashhad,2023-05-11,New,HDMI Cable,Accessories,11,9,9,ORD-500072,954457750
500073,102545,2024-08-14,2002,2,5,Gateway,Completed,56,Shiraz,2023-02-22,New,Mechanical Keyboard,Electronics,62,118,118,ORD-500073,997080116
500074,106487,2024-08-17,2014,5,10,Gateway,Completed,55,Kerman,2025-06-11,Regular,Backpack,Accessories,42,189,189,ORD-500074,992923437
500075,104951,2024-08-22,2007,1,5,Wallet,Completed,33,Tehran,2025-01-18,New,Headphones,Electronics,75,71,71,ORD-500075,914272362
500076,105369,2025-08-02,2014,3,5,Gateway,Completed,49,Isfahan,2024-12-10,Regular,Backpack,Accessories,42,120,120,ORD-500076,951510828
500077,108987,2024-09-11,2003,2,30,Gateway,Completed,53,Tehran,2025-06-06,Regular,USB-C Cable,Accessories,9,13,13,ORD-500077,931701604
500078,100771,2024-09-25,2002,2,30,CardToCard,Completed,49,Qom,2025-01-20,New,Mechanical Keyboard,Electronics,62,87,87,ORD-500078,962594450
500079,103388,2024-11-21,2015,2,20,Wallet,Completed,53,Shiraz,2023-06-13,New,Bluetooth Speaker,Electronics,58,93,93,ORD-500079,967156241
500080,100685,2026-06-05,2013,1,0,Gateway,Cancelled,26,Isfahan,2025-04-22,New,Notebook,Stationery,7,7,7,ORD-500080,961740313
500081,107845,2025-02-01,2018,2,0,Gateway,Completed,26,Tehran,2024-04-23,Regular,Microphone,Electronics,85,170,170,ORD-500081,981251303
500082,103580,2024-11-22,2007,3,5,CardToCard,Completed,21,Tehran,2023-09-24,Regular,Headphones,Electronics,75,214,214,ORD-500082,944580133
500083,104496,2025-02-10,2008,1,0,Wallet,Completed,48,Tehran,2023-06-02,Regular,Phone Case,Accessories,14,14,14,ORD-500083,996475843
500084,100243,2025-09-13,2013,3,5,CardToCard,Completed,22,Mashhad,2023-05-21,New,Notebook,Stationery,7,20,20,ORD-500084,914282735
500085,106025,2026-02-03,2003,1,0,Gateway,Completed,41,Tehran,2023-02-23,New,USB-C Cable,Accessories,9,9,9,ORD-500085,914266619
500086,102251,2026-06-19,2001,1,0,Gateway,Completed,42,Shiraz,2025-05-24,Regular,Wireless Mouse,Electronics,18,18,18,ORD-500086,946575689
500087,100613,2025-02-23,2015,2,0,Gateway,Completed,55,Mashhad,2024-07-24,New,Bluetooth Speaker,Electronics,58,116,116,ORD-500087,912409197
500088,109509,2025-02-01,2008,3,5,CardToCard,Completed,57,Tabriz,2025-11-11,Regular,Phone Case,Accessories,14,40,40,ORD-500088,947849820
500089,105172,2024-10-12,2019,2,5,Gateway,Completed,39,Mashhad,2025-12-28,Regular,Tablet,Electronics,260,494,494,ORD-500089,986858475
500090,102165,2025-11-04,2003,4,10,Wallet,Completed,63,Rasht,2024-01-23,New,USB-C Cable,Accessories,9,32,32,ORD-500090,971284286
500091,103486,2025-07-20,2003,1,10,Cash,Cancelled,19,Ahvaz,2025-08-29,Regular,USB-C Cable,Accessories,9,8,8,ORD-500091,930093068
500092,107995,2024-11-09,2001,5,5,CardToCard,Completed,58,Qom,2025-02-06,Regular,Wireless Mouse,Electronics,18,86,86,ORD-500092,905749438
500094,106590,2024-06-26,2015,2,30,Gateway,Completed,41,Tehran,2025-12-06,Regular,Bluetooth Speaker,Electronics,58,81,81,ORD-500094,906178515
500095,102948,2025-08-22,2020,1,15,Gateway,Completed,41,Isfahan,2025-11-03,Regular,Gaming Controller,Gaming,68,58,58,ORD-500095,989779560
500096,101255,2024-08-05,2018,1,0,CardToCard,Completed,49,Rasht,2025-04-30,Regular,Microphone,Electronics,85,85,85,ORD-500096,927530022
500097,100083,2024-10-29,2004,1,30,Gateway,Completed,25,Isfahan,2023-12-19,Regular,Power Bank,Electronics,35,24,24,ORD-500097,944920532
500098,102041,2024-02-29,2017,3,0,Gateway,Cancelled,31,Tabriz,2025-03-28,Regular,HDMI Cable,Accessories,11,33,33,ORD-500098,906591277
500099,109236,2024-07-09,2014,4,10,CardToCard,Completed,44,Isfahan,2024-03-24,New,Backpack,Accessories,42,151,151,ORD-500099,991257109
500100,100300,2024-06-17,2005,3,0,CardToCard,Completed,19,Tehran,2025-11-02,New,Laptop Stand,Accessories,28,84,84,ORD-500100,993247285
500101,100163,2025-09-27,2008,2,15,Gateway,Completed,37,Tehran,2024-08-22,Regular,Phone Case,Accessories,14,24,24,ORD-500101,989066371
500102,100303,2025-08-23,2010,1,0,Gateway,Completed,18,Karaj,2023-10-25,Regular,Fitness Band,Wearables,55,55,55,ORD-500102,921115066
500103,107340,2025-04-10,2005,1,5,Gateway,Completed,45,Tabriz,2024-08-26,New,Laptop Stand,Accessories,28,27,27,ORD-500103,949261915
500104,108874,2024-11-30,2005,1,10,CardToCard,Completed,57,Rasht,2024-12-04,Regular,Laptop Stand,Accessories,28,25,25,ORD-500104,945316795
500105,104487,2026-02-10,2015,1,15,Gateway,Completed,44,Tabriz,2023-04-02,Regular,Bluetooth Speaker,Electronics,58,49,49,ORD-500105,970347197
500106,109797,2026-02-03,2007,3,0,Gateway,Completed,47,Isfahan,2024-11-02,Regular,Headphones,Electronics,75,225,225,ORD-500106,979818434
500107,103568,2025-06-04,2007,3,10,Wallet,Completed,25,Isfahan,2023-06-25,Regular,Headphones,Electronics,75,202,202,ORD-500107,958195455
500108,109290,2025-07-22,2018,4,0,Wallet,Completed,31,Mashhad,2023-02-09,Regular,Microphone,Electronics,85,340,340,ORD-500108,931957730
500109,104967,2025-11-19,2017,2,5,Gateway,Completed,28,Mashhad,2023-08-15,New,HDMI Cable,Accessories,11,21,21,ORD-500109,973923965
500110,103549,2025-09-16,2003,1,15,Gateway,Cancelled,41,Karaj,2024-02-02,Regular,USB-C Cable,Accessories,9,8,8,ORD-500110,950816468
500111,108820,2024-07-13,2003,3,0,Gateway,Completed,25,Qom,2025-08-05,VIP,USB-C Cable,Accessories,9,27,27,ORD-500111,985954895
500112,100737,2025-03-10,2005,2,10,Gateway,Completed,53,Tabriz,2025-08-03,Regular,Laptop Stand,Accessories,28,50,50,ORD-500112,993678540
500113,101140,2024-05-11,2013,1,15,Gateway,Cancelled,43,Isfahan,2023-01-04,VIP,Notebook,Stationery,7,6,6,ORD-500113,918386133
500114,107642,2025-11-30,2007,3,0,Gateway,Completed,54,Shiraz,2023-10-28,Regular,Headphones,Electronics,75,225,225,ORD-500114,938234003
500115,109188,2025-07-18,2008,2,0,Gateway,Completed,27,Isfahan,2023-11-11,New,Phone Case,Accessories,14,28,28,ORD-500115,919844749
500116,102851,2026-06-04,2001,1,5,Gateway,Completed,27,Shiraz,2024-07-27,Regular,Wireless Mouse,Electronics,18,17,17,ORD-500116,914835644
500117,106117,2024-04-28,2008,2,15,Wallet,Returned,58,Tehran,2024-08-27,Regular,Phone Case,Accessories,14,24,24,ORD-500117,902620857
500118,101946,2025-03-16,2005,1,5,Gateway,Completed,41,Karaj,2025-02-06,Regular,Laptop Stand,Accessories,28,27,27,ORD-500118,947661505
500119,101651,2025-09-17,2007,3,0,Gateway,Completed,41,Tabriz,2024-05-19,Regular,Headphones,Electronics,75,225,225,ORD-500119,989009178
500120,104593,2026-01-19,2001,5,0,Gateway,Completed,21,Rasht,2023-01-21,Regular,Wireless Mouse,Electronics,18,90,90,ORD-500120,939473022
500121,109488,2026-01-07,2008,3,0,CardToCard,Completed,31,Qom,2023-08-15,VIP,Phone Case,Accessories,14,42,42,ORD-500121,996593685
500122,100808,2024-06-23,2012,2,15,Gateway,Completed,23,Ahvaz,2025-01-22,VIP,Office Chair,Home Office,180,306,306,ORD-500122,940303060
500123,108989,2026-06-08,2008,1,15,Gateway,Completed,18,Ahvaz,2025-06-24,New,Phone Case,Accessories,14,12,12,ORD-500123,928994704
500124,100247,2026-06-07,2002,1,30,CardToCard,Completed,54,Isfahan,2023-10-30,New,Mechanical Keyboard,Electronics,62,43,43,ORD-500124,944971210
500125,109971,2026-05-22,2007,4,30,Gateway,Completed,27,Karaj,2025-03-18,Regular,Headphones,Electronics,75,210,210,ORD-500125,976308907
500126,105041,2025-06-14,2005,4,5,Cash,Completed,34,Tehran,2025-08-14,New,Laptop Stand,Accessories,28,106,106,ORD-500126,912263638
500127,108080,2025-12-19,2007,2,0,CardToCard,Completed,57,Kerman,2025-04-23,VIP,Headphones,Electronics,75,150,150,ORD-500127,917140665
500128,106290,2024-03-06,2014,1,5,CardToCard,Completed,57,Tehran,2025-05-15,New,Backpack,Accessories,42,40,40,ORD-500128,908650392
500129,108436,2024-08-08,2019,1,0,Gateway,Completed,21,Isfahan,2025-02-02,Regular,Tablet,Electronics,260,260,260,ORD-500129,903783739
500130,106102,2024-03-20,2012,1,30,Gateway,Completed,60,Tehran,2025-10-14,Regular,Office Chair,Home Office,180,126,126,ORD-500130,933133201
500131,101553,2025-03-12,2007,1,5,Wallet,Completed,43,Ahvaz,2023-07-25,VIP,Headphones,Electronics,75,71,71,ORD-500131,933586272
500132,100253,2026-05-17,2008,1,5,Gateway,Completed,27,Tehran,2024-06-28,New,Phone Case,Accessories,14,13,13,ORD-500132,977391706
500133,108318,2025-07-14,2017,2,10,Gateway,Completed,39,Mashhad,2023-05-08,Regular,HDMI Cable,Accessories,11,20,20,ORD-500133,916283889
500134,100871,2025-02-02,2017,1,0,CardToCard,Completed,39,Tabriz,2023-04-23,New,HDMI Cable,Accessories,11,11,11,ORD-500134,949802201
500135,107244,2025-11-16,2017,2,30,CardToCard,Completed,31,Qom,2025-06-11,New,HDMI Cable,Accessories,11,15,15,ORD-500135,901519053
500136,101858,2025-04-20,2018,2,0,Gateway,Completed,41,Mashhad,2024-02-21,New,Microphone,Electronics,85,170,170,ORD-500136,941932983
500137,106607,2025-01-30,2017,3,5,CardToCard,Completed,59,Tabriz,2024-12-03,New,HDMI Cable,Accessories,11,31,31,ORD-500137,946445657
500138,103340,2025-06-27,2007,1,0,Gateway,Completed,59,Karaj,2024-08-01,Regular,Headphones,Electronics,75,75,75,ORD-500138,973413127
500139,108835,2025-03-18,2011,4,5,CardToCard,Completed,63,Karaj,2025-10-25,Regular,Desk Lamp,Home Office,32,122,122,ORD-500139,916078876
500140,107286,2025-07-08,2008,1,20,Wallet,Completed,41,Tehran,2025-02-10,Regular,Phone Case,Accessories,14,11,11,ORD-500140,908168408
500141,104773,2025-11-24,2010,2,5,Gateway,Completed,26,Karaj,2023-06-09,New,Fitness Band,Wearables,55,104,104,ORD-500141,959282201
500142,100252,2025-02-03,2010,1,10,CardToCard,Completed,41,Tehran,2024-09-12,VIP,Fitness Band,Wearables,55,50,50,ORD-500142,900715215
500143,103103,2024-12-24,2016,2,10,Gateway,Completed,18,Karaj,2023-12-09,Regular,Monitor,Electronics,21,38,38,ORD-500143,905423489
500145,107442,2026-03-01,2008,2,15,CardToCard,Completed,48,Tabriz,2025-10-24,Regular,Phone Case,Accessories,14,24,24,ORD-500145,991536039
500146,107442,2024-12-31,2009,4,0,Cash,Completed,48,Tabriz,2025-10-24,Regular,Smart Watch,Wearables,120,480,480,ORD-500146,991536039
500147,104242,2026-01-02,2010,4,0,Wallet,Completed,31,Isfahan,2024-01-16,New,Fitness Band,Wearables,55,220,220,ORD-500147,962046878
500148,103890,2025-06-17,2013,3,10,Wallet,Completed,57,Tehran,2025-10-26,New,Notebook,Stationery,7,19,19,ORD-500148,981030062
500149,105747,2024-01-11,2009,2,30,CardToCard,Completed,38,Isfahan,2024-11-16,Regular,Smart Watch,Wearables,120,168,168,ORD-500149,905312125
500150,104546,2025-02-15,2014,1,5,CardToCard,Completed,54,Tehran,2024-04-23,Regular,Backpack,Accessories,42,40,40,ORD-500150,966671389
500151,104785,2024-06-30,2006,4,5,Gateway,Completed,58,Shiraz,2024-12-01,Regular,Webcam,Electronics,48,182,182,ORD-500151,983616085
500152,101032,2024-05-10,2012,1,0,Wallet,Completed,26,Isfahan,2023-10-22,Regular,Office Chair,Home Office,180,180,180,ORD-500152,966565738
500153,108727,2024-07-21,2018,1,0,CardToCard,Completed,60,Isfahan,2025-04-26,New,Microphone,Electronics,85,85,85,ORD-500153,982004308
500154,102971,2025-09-07,2007,1,15,Wallet,Completed,47,Tabriz,2024-02-13,New,Headphones,Electronics,75,64,64,ORD-500154,917700800
500155,103997,2025-06-26,2003,2,5,Wallet,Returned,19,Ahvaz,2024-10-23,Regular,USB-C Cable,Accessories,9,17,17,ORD-500155,949329925
500156,103396,2025-04-08,2014,1,10,Gateway,Completed,56,Shiraz,2023-08-02,Regular,Backpack,Accessories,42,38,38,ORD-500156,982925857
500157,109573,2025-03-03,2014,1,15,Gateway,Completed,25,Tehran,2025-07-31,New,Backpack,Accessories,42,36,36,ORD-500157,925247710
500158,109579,2024-12-02,2009,2,30,CardToCard,Completed,41,Tehran,2024-10-01,New,Smart Watch,Wearables,120,168,168,ORD-500158,972917218
500159,109132,2026-02-06,2003,2,5,Gateway,Completed,49,Kerman,2024-10-09,Regular,USB-C Cable,Accessories,9,17,17,ORD-500159,954890098
500160,105558,2026-04-06,2007,3,0,Cash,Completed,30,Tehran,2023-03-15,Regular,Headphones,Electronics,75,225,225,ORD-500160,969781988
500161,103309,2025-10-22,2016,1,10,Cash,Completed,19,Mashhad,2025-08-01,VIP,Monitor,Electronics,21,19,19,ORD-500161,982422903
500162,101330,2024-09-06,2014,1,20,Gateway,Completed,34,Tehran,2023-07-19,Regular,Backpack,Accessories,42,34,34,ORD-500162,995678888
500163,105525,2026-03-13,2006,1,0,CardToCard,Completed,47,Rasht,2024-03-13,New,Webcam,Electronics,48,48,48,ORD-500163,935976105
500164,107488,2025-12-08,2004,2,5,Gateway,Completed,42,Isfahan,2025-11-03,Regular,Power Bank,Electronics,35,66,66,ORD-500164,961498808
500165,106784,2024-04-17,2003,1,20,CardToCard,Completed,51,Karaj,2023-09-12,Regular,USB-C Cable,Accessories,9,7,7,ORD-500165,925648105
500166,109289,2024-10-22,2007,3,0,Gateway,Completed,41,Mashhad,2024-01-23,New,Headphones,Electronics,75,225,225,ORD-500166,980212342
500167,109697,2024-10-10,2004,2,0,Cash,Cancelled,38,Tehran,2023-11-25,New,Power Bank,Electronics,35,70,70,ORD-500167,989285714
500168,100360,2025-09-22,2008,5,0,Gateway,Completed,53,Qom,2023-09-03,Regular,Phone Case,Accessories,14,70,70,ORD-500168,931609119
500169,104134,2025-03-28,2003,1,0,Wallet,Completed,42,Shiraz,2023-11-21,New,USB-C Cable,Accessories,9,9,9,ORD-500169,908357645
500170,105228,2024-08-18,2008,1,10,Cash,Completed,55,Tehran,2024-10-24,Regular,Phone Case,Accessories,14,13,13,ORD-500170,964181841
500171,105936,2024-07-18,2011,2,0,CardToCard,Completed,31,Tehran,2024-08-25,New,Desk Lamp,Home Office,32,64,64,ORD-500171,965760697
500172,104045,2025-01-30,2001,1,5,Gateway,Completed,37,Mashhad,2024-03-27,VIP,Wireless Mouse,Electronics,18,17,17,ORD-500172,943362828
500173,106613,2025-07-29,2008,1,15,Gateway,Cancelled,62,Tehran,2023-04-26,New,Phone Case,Accessories,14,12,12,ORD-500173,940063702
500174,106216,2025-03-15,2016,1,10,Gateway,Completed,41,Tehran,2024-05-05,New,Monitor,Electronics,21,19,19,ORD-500174,929595285
500175,105281,2024-08-13,2005,4,0,Gateway,Completed,52,Tabriz,2025-01-11,Regular,Laptop Stand,Accessories,28,112,112,ORD-500175,984160478
500176,101073,2025-06-19,2017,1,5,Cash,Completed,54,Tehran,2024-10-09,Regular,HDMI Cable,Accessories,11,10,10,ORD-500176,994872695
500177,102785,2026-06-29,2002,2,10,CardToCard,Completed,61,Mashhad,2023-02-24,New,Mechanical Keyboard,Electronics,62,112,112,ORD-500177,948830075
500178,101517,2024-06-01,2013,1,15,Wallet,Completed,41,Karaj,2023-10-22,Regular,Notebook,Stationery,7,6,6,ORD-500178,973876402
500179,103489,2025-04-01,2008,1,0,Gateway,Completed,39,Qom,2025-03-23,Regular,Phone Case,Accessories,14,14,14,ORD-500179,970280260
500180,105531,2024-11-20,2014,1,5,CardToCard,Completed,46,Karaj,2024-06-04,New,Backpack,Accessories,42,40,40,ORD-500180,916264563
500181,103745,2024-07-07,2010,2,0,Gateway,Completed,29,Shiraz,2023-08-20,Regular,Fitness Band,Wearables,55,110,110,ORD-500181,935146692
500182,104872,2026-01-26,2003,1,10,Cash,Completed,63,Qom,2025-07-04,Regular,USB-C Cable,Accessories,9,8,8,ORD-500182,983868587
500183,102886,2026-05-08,2016,1,5,Gateway,Completed,25,Mashhad,2023-09-05,Regular,Monitor,Electronics,21,20,20,ORD-500183,978821994
500184,106987,2024-10-29,2017,3,5,Gateway,Completed,43,Tehran,2023-04-02,New,HDMI Cable,Accessories,11,31,31,ORD-500184,934792072
500185,105068,2024-10-27,2013,1,0,Gateway,Completed,18,Kerman,2023-09-21,New,Notebook,Stationery,7,7,7,ORD-500185,905220672
